filepath,ground_truth,system_verdict,final_score,score_Audio Forensics (ECAPA),score_Cross-Modal (Lip-Sync),score_Facial Biometric (Quality)
ru_110_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.997049868106842,1.0,0.9997958540916443,0.9885261058807373
ja_18_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9967222481966018,1.0,0.9991907477378845,0.9881837964057922
en_15_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9984643548727036,1.0,0.9997503161430359,0.9942569136619568
ru_31_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.8965346544981003,0.71484375,0.9993681311607361,0.9863683581352234
ja_50_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9820133447647095,1.0,0.9998551607131958,0.9282851219177246
zh_50_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9987459570169448,0.99951171875,0.9998804330825806,0.9958587288856506
en_61_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9963244825601578,0.99951171875,0.997623860836029,0.9897833466529846
zh_73_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9946998417377472,1.0,0.9998410940170288,0.9790536165237427
en_75_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9971121788024903,1.0,0.9998519420623779,0.9886856079101562
zh_102_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9973143130540848,1.0,0.9997640252113342,0.9896348118782043
es_117_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9988958567380906,1.0,0.9999160766601562,0.9957177042961121
zh_108_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9968117743730545,1.0,0.9994404911994934,0.9881423115730286
fr_114_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.7692617952823639,0.6455078125,0.7445973753929138,0.9819804430007935
zh_15_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9784885764122009,1.0,0.9563665986061096,0.9837677478790283
en_84_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9944877922534943,0.99951171875,0.9943821430206299,0.9876233339309692
en_9_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9980853140354157,1.0,0.9989101886749268,0.9940849542617798
en_31_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.991288623213768,1.0,0.9825780987739563,0.9930295348167419
zh_113_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9966604381799697,1.0,0.9968056678771973,0.9917526841163635
es_60_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9983841866254807,1.0,0.9997628331184387,0.9939162135124207
en_39_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9985626876354218,1.0,0.9997324347496033,0.9946788549423218
es_84_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9961276412010193,0.99462890625,0.9992979764938354,0.9931533336639404
zh_79_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9989828675985336,1.0,0.9995263814926147,0.9966892600059509
fr_62_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9817873805761337,1.0,0.9631507992744446,0.9861082434654236
es_64_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9963283956050872,1.0,0.9997784495353699,0.9856680631637573
ja_40_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.6490572571754456,0.0004172325134277344,0.9996856451034546,0.996147871017456
ru_18_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9977649986743927,1.0,0.9987882971763611,0.9929987192153931
en_48_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9985454946756362,1.0,0.9983094930648804,0.9968867897987366
ru_109_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.996776106953621,1.0,0.999742329120636,0.9875167012214661
ja_35_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9983587861061096,1.0,0.9996793270111084,0.993948221206665
zh_63_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9976465821266174,1.0,0.9997885823249817,0.990924596786499
zh_6_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9969462931156159,1.0,0.998918890953064,0.989514946937561
zh_55_label_real.npz,Real,Real,0.0006780854229873512,1.7881393432617188e-07,1.7656662748777308e-05,0.0026838406920433044
fr_21_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9964350819587707,1.0,0.995754599571228,0.9925329685211182
ja_8_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9956297159194947,1.0,0.9987260699272156,0.9845571517944336
ar_44_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9923714160919189,1.0,0.9880539774894714,0.9885993003845215
zh_37_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9984270244836807,1.0,0.9997972846031189,0.9940324425697327
ru_42_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9961770743131637,1.0,0.9971942901611328,0.9891974329948425
zh_93_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9704831421375275,1.0,0.999812662601471,0.8822323083877563
ar_46_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9950631558895111,1.0,0.9976769089698792,0.9839695692062378
en_12_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.9990878373384475,0.99951171875,0.9996492862701416,0.9975960850715637
en_24_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.8037401378154755,1.0,0.5125431418418884,0.9948915243148804
zh_20_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.8853401303291321,1.0,0.9986305236816406,0.5435516834259033
en_16_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.6470971226692199,0.0004172325134277344,0.9996123909950256,0.98842453956604
ar_60_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9979251384735107,1.0,0.9976288676261902,0.9954943656921387
es_13_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9966378301382065,1.0,0.9988747239112854,0.9883517622947693
ar_65_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9328687578439712,0.81103515625,0.9998785257339478,0.9962201714515686
es_53_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9964418321847915,1.0,0.9989956021308899,0.9873743653297424
es_116_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9986692756414414,1.0,0.9999264478683472,0.9947947859764099
ar_64_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9985212713479996,1.0,0.9997977614402771,0.9944086670875549
fr_94_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9979819089174271,1.0,0.9989424347877502,0.9936197400093079
en_63_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9937812030315399,1.0,0.9890149235725403,0.9927009344100952
es_108_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9987883150577546,1.0,0.999299168586731,0.9962745904922485
en_118_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.997590035200119,1.0,0.9995356798171997,0.9911030530929565
ru_102_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9954970091581344,1.0,0.9998169541358948,0.9822809100151062
ar_67_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.6488887250423432,1.7642974853515625e-05,0.9999232292175293,0.9956530332565308
en_46_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9989948123693466,1.0,0.9991512298583984,0.997337281703949
es_57_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9931934744119644,1.0,0.9980642199516296,0.9758711457252502
fr_54_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.5990799985826015,0.984375,0.5184370875358582,0.18869565427303314
ja_13_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.997728118300438,1.0,0.9967229962348938,0.9961556792259216
fr_26_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9967150777578354,1.0,0.9998134970664978,0.9871587157249451
zh_88_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9952714890241623,1.0,0.9955704808235168,0.9881731867790222
ru_75_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.7466843036469072,1.0,0.9851464629173279,0.010502873919904232
es_56_to_en_Bark_label_fake.npz,Fake,Deepfake,0.995223993062973,1.0,0.9982748031616211,0.9836562871932983
ru_47_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.6323290318250656,1.0,0.08651277422904968,0.990895688533783
ru_86_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9970450669527053,1.0,0.9989210367202759,0.9899066090583801
zh_21_to_en_Vall_label_fake.npz,Fake,Deepfake,0.6242485851049423,1.0,0.07237952202558517,0.981187105178833
ar_67_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9981868833303451,1.0,0.9998598098754883,0.9929718375205994
ru_5_label_real.npz,Real,Real,0.0009957504807971418,1.430511474609375e-06,9.814806981012225e-05,0.0038239622954279184
en_116_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9370296388864517,1.0,0.9960035681724548,0.7545128464698792
zh_44_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9991408675909043,1.0,0.9998087286949158,0.9968695044517517
es_103_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.7324973851442337,0.2486572265625,0.9980195760726929,0.9850381016731262
fr_41_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9985508650541306,1.0,0.998981773853302,0.995832622051239
fr_100_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9972408264875412,0.99609375,0.9998631477355957,0.9946510195732117
fr_10_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9975628793239594,1.0,0.9965096116065979,0.9958361387252808
zh_9_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9389795213937759,1.0,0.8492556810379028,0.9971089959144592
es_107_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9945007264614105,0.986328125,0.9994900226593018,0.9979594945907593
es_85_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9483622878789901,0.8642578125,0.9985079169273376,0.9858755469322205
ar_47_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9977706044912338,1.0,0.999795138835907,0.9914101958274841
ru_41_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.960720705986023,1.0,0.9139447212219238,0.9805712699890137
en_31_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.997596001625061,1.0,0.9966275095939636,0.9957799911499023
en_3_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.6958385020494462,0.1397705078125,0.995181143283844,0.995385468006134
en_120_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9980008661746979,1.0,0.9998145699501038,0.9923001527786255
ru_19_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9980160772800446,0.99951171875,0.9985736608505249,0.9950300455093384
en_99_to_es_Bark_label_fake.npz,Fake,Deepfake,0.8055912852287292,0.453857421875,0.9992214441299438,0.9882104396820068
es_110_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9928314954042434,1.0,0.9914975762367249,0.9849298596382141
en_69_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9980751514434815,1.0,0.9971724152565002,0.9968247413635254
fr_120_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9968889117240906,1.0,0.9978199005126953,0.9910438060760498
en_49_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9980986565351486,1.0,0.9992382526397705,0.9936134219169617
ru_134_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9422568798065185,1.0,0.8597835302352905,0.9933738708496094
fr_68_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9988785535097122,1.0,0.9994382262229919,0.9964130520820618
fr_41_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9986192435026169,1.0,0.9981814622879028,0.997386634349823
ja_59_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9961518406867981,1.0,0.9996718168258667,0.9851324558258057
es_86_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9230517357587814,1.0,0.9990540146827698,0.6937205195426941
ru_48_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9894524186849594,1.0,0.9977378845214844,0.9614290595054626
en_48_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9980999767780303,0.9990234375,0.9994401335716248,0.994662880897522
es_109_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.9944346845149994,1.0,0.9925971031188965,0.9895833730697632
zh_52_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9944258064031601,1.0,0.9983079433441162,0.9804105162620544
fr_89_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.998960068821907,1.0,0.9997746348381042,0.9962008595466614
zh_46_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9988258302211761,0.99951171875,0.9997592568397522,0.9963721036911011
fr_26_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9912878781557083,1.0,0.9999507665634155,0.9652302861213684
ru_96_label_real.npz,Real,Real,0.0005499814622453413,0.0,5.670860628015362e-05,0.0021091920789331198
zh_117_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9986620992422104,1.0,0.9990019202232361,0.9962453246116638
ja_57_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9964668959379196,1.0,0.998314619064331,0.9885641932487488
es_116_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9983236700296402,1.0,0.999276340007782,0.9944525361061096
en_75_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9943130254745484,1.0,0.997718095779419,0.980903148651123
fr_117_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9725820839405059,1.0,0.9362342357635498,0.9923535585403442
ru_32_label_real.npz,Real,Real,0.003977252915501594,1.6093254089355469e-06,0.007334437686949968,0.004171658307313919
fr_5_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9964419096708298,1.0,0.9985093474388123,0.9881526827812195
ar_23_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.655985525250435,0.019561767578125,0.9999076128005981,0.9967034459114075
es_101_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.9933555573225021,1.0,0.996170699596405,0.9795491099357605
zh_28_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9956794023513794,1.0,0.9989420771598816,0.984410285949707
ru_53_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9987045526504517,1.0,0.9998354911804199,0.9950814247131348
fr_82_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.63982113301754,0.98583984375,0.12150567770004272,0.9846996665000916
es_44_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9965822160243988,1.0,0.9995761513710022,0.9870070219039917
en_72_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.9951100319623947,1.0,0.9965305924415588,0.9859911799430847
es_12_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.994637867808342,1.0,0.9983187913894653,0.9812414050102234
ar_16_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.7719631910324096,0.358154296875,0.9998270869255066,0.9867134094238281
ru_74_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.7559015598148108,1.0,0.9976406097412109,0.02738126367330551
zh_81_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.9987568765878677,0.99951171875,0.999817430973053,0.9960032105445862
ja_39_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9976887047290802,1.0,0.9990323781967163,0.9923030138015747
zh_7_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9967662841081619,1.0,0.9995717406272888,0.9877503514289856
en_44_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.998418852686882,1.0,0.9989810585975647,0.9953057169914246
zh_108_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9962565332651139,1.0,0.999875545501709,0.985225260257721
ja_23_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9820454031229019,1.0,0.9598997235298157,0.9923420548439026
es_20_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.997875127196312,1.0,0.9995161294937134,0.9922747015953064
zh_56_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9918864905834198,1.0,0.9925253391265869,0.9795054197311401
en_35_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9981980562210083,1.0,0.9991220831871033,0.994196891784668
zh_102_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.996306699514389,0.99951171875,0.9997503161430359,0.9863098859786987
ru_90_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9923464030027389,1.0,0.9893383979797363,0.9864441752433777
zh_52_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9934875696897507,1.0,0.9982951283454895,0.9766780734062195
fr_73_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.995136171579361,1.0,0.9984285235404968,0.9830590486526489
fr_14_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9989571869373322,1.0,0.9998962879180908,0.9959946870803833
fr_55_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.6488036572933197,0.0119171142578125,0.9919798374176025,0.9913629293441772
fr_107_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9950103312730789,1.0,0.9983999133110046,0.9826014637947083
fr_103_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9964459210634231,1.0,0.9993263483047485,0.986861526966095
en_69_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9989207208156585,1.0,0.9987788796424866,0.9976366758346558
en_94_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.6751281559467316,0.07708740234375,0.9984822869300842,0.9950186014175415
es_59_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.994397109746933,1.0,0.9991538524627686,0.9789422750473022
ru_43_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.913472330570221,0.763671875,0.9966022968292236,0.990185022354126
zh_15_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9967704772949219,1.0,0.999351441860199,0.9881196022033691
zh_72_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.9962887525558471,1.0,0.9986010193824768,0.9873933792114258
en_19_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.9984698325395585,0.99951171875,0.9996727705001831,0.9950864911079407
en_112_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9946955054998398,1.0,0.9934419393539429,0.9892749190330505
es_17_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9973928064107895,1.0,0.9997333884239197,0.9899978041648865
ru_114_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9988118946552277,1.0,0.999001681804657,0.9968448877334595
zh_59_label_real.npz,Real,Real,0.0008241187199018896,0.0,0.0005342873628251255,0.0024416150990873575
ru_129_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9870333522558212,1.0,0.9979469180107117,0.9514183402061462
ru_38_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9940398305654525,1.0,0.9994944334030151,0.9769682288169861
zh_123_label_real.npz,Real,Real,0.0006291487545240671,6.556510925292969e-07,0.00017193231906276196,0.002240585396066308
es_88_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.998312583565712,1.0,0.999702513217926,0.9937263131141663
ru_68_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9945722192525863,1.0,0.9998711347579956,0.9784950613975525
en_118_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9981651395559311,1.0,0.9997443556785583,0.993069589138031
zh_6_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9864366590976715,1.0,0.9994150400161743,0.9466825723648071
ru_71_label_real.npz,Real,Real,0.01122403449844569,1.1920928955078125e-07,0.0005035765352658927,0.04409024864435196
zh_128_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9917293131351471,1.0,0.9981642365455627,0.969854474067688
en_84_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9970452547073364,1.0,0.9977394342422485,0.991797924041748
en_45_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9980561941862106,1.0,0.999833345413208,0.9924914240837097
ru_41_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9466927349567413,1.0,0.8775127530097961,0.9827505350112915
en_103_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9979487836360932,1.0,0.9996973276138306,0.9922794103622437
es_31_label_real.npz,Real,Real,0.0010439598583616317,0.0,0.0007063090451993048,0.003045744961127639
es_43_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.8800655692815781,0.6689453125,0.9995997548103333,0.984379231929779
es_72_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9972615599632263,1.0,0.9998726844787598,0.9892499446868896
fr_96_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.994391393661499,1.0,0.9992256164550781,0.9788045883178711
en_92_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.9968744218349457,1.0,0.9974620342254639,0.9915584325790405
es_57_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9941919416189193,1.0,0.9969213008880615,0.981693685054779
zh_81_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9989063590764999,1.0,0.9999356269836426,0.9957284331321716
ru_46_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9964432179927826,1.0,0.997733473777771,0.9893993139266968
es_7_label_real.npz,Real,Real,0.004081505350768566,0.0,0.0026637385599315166,0.012064039707183838
fr_115_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.950946068763733,0.99853515625,0.8947553634643555,0.9742264747619629
ru_85_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9951952487230301,1.0,0.9940401911735535,0.9903166890144348
fr_36_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.6408756643533706,0.99951171875,0.11503760516643524,0.9801260828971863
ar_4_label_real.npz,Real,Real,0.07080770945176482,0.18359375,0.011814145371317863,0.0072969552129507065
zh_7_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9971614331007004,1.0,0.9984216690063477,0.9911710619926453
en_115_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9959132552146912,1.0,0.9992401599884033,0.9848687648773193
en_18_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.9981876879930496,1.0,0.9998884201049805,0.9929292798042297
en_98_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.9961899757385254,1.0,0.9979979395866394,0.9879631996154785
ar_56_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9915410161018372,1.0,0.9996371269226074,0.9667446613311768
ru_34_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9947519958019256,1.0,0.9990432858467102,0.9805387258529663
es_91_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.997265312075615,1.0,0.9996192455291748,0.98967045545578
fr_14_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9980522841215134,1.0,0.9999535083770752,0.9922835230827332
zh_23_to_en_Bark_label_fake.npz,Fake,Deepfake,0.9982863306999207,1.0,0.9998430013656616,0.993396520614624
ru_101_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.7523531721904874,1.0,0.9994563460350037,0.01028253510594368
ja_51_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9930220901966095,0.98974609375,0.9997292160987854,0.9868770837783813
en_102_label_real.npz,Real,Real,0.24491292634047568,0.0,0.0005924055585637689,0.9787038564682007
en_106_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9991910129785537,1.0,0.9998890161514282,0.9969416260719299
fr_73_label_real.npz,Real,Real,0.0006784567289287224,5.4776668548583984e-05,5.5472955864388496e-05,0.0025483828503638506
ja_16_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.99686758518219,1.0,0.9996111989021301,0.9880924224853516
ja_30_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.9973845601081848,1.0,0.9997355341911316,0.9899613857269287
en_52_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.995549738407135,1.0,0.991738498210907,0.9954173564910889
fr_118_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.9136789828538895,1.0,0.7903067469596863,0.9902251362800598
es_119_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9991261035203933,1.0,0.9998189806938171,0.9967940449714661
fr_104_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.9967337757349014,1.0,0.9998121857643127,0.9872356057167053
zh_78_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9962667793035507,1.0,0.9996026158332825,0.9857029318809509
fr_63_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.9973307996988297,1.0,0.996924102306366,0.9942446351051331
es_121_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9930293947458267,1.0,0.9988517761230469,0.9739547371864319
ru_11_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9970061093568802,1.0,0.9994539618492126,0.9888980984687805
ar_43_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.7393747210502624,0.99951171875,0.35377025604248047,0.992150068283081
ru_99_to_es_Bark_label_fake.npz,Fake,Deepfake,0.7597336741164327,1.0,0.9992033839225769,0.04020928218960762
en_13_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.9987270325422287,1.0,0.9998182654380798,0.9951989054679871
ar_71_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9959427028894424,1.0,0.9985068440437317,0.9861598610877991
en_125_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.7681947201490402,1.0,0.42601606249809265,0.9911531805992126
en_75_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.9969571560621262,1.0,0.999691367149353,0.9883224368095398
ru_90_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.995212996006012,1.0,0.999771773815155,0.9812171459197998
ja_2_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.9981869846582412,0.99951171875,0.999196469783783,0.9947171807289124
es_70_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.99839688539505,1.0,0.9993191957473755,0.9946768283843994
fr_30_label_real.npz,Real,Real,0.001107361144386232,0.0,0.00047521674423478544,0.003669097786769271
en_57_label_real.npz,Real,Real,0.001343010226264596,0.0,0.0002743539516814053,0.0049330745823681355
zh_51_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9977688163518905,0.99609375,0.999923825263977,0.996665894985199
es_92_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.9965871900320054,1.0,0.9989558458328247,0.9880194067955017
fr_10_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.9994848668575287,1.0,0.9998968839645386,0.998104453086853
en_60_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.9942384332418441,1.0,0.987139880657196,0.997529923915863
ar_36_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.6796357924118638,1.0,0.7931822538375854,0.0494515635073185
en_31_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9969728499650955,1.0,0.995030403137207,0.9958427548408508
es_18_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.9963619589805603,1.0,0.9993721842765808,0.9864523410797119
en_109_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.9988742619752884,1.0,0.9998089671134949,0.9958027005195618
zh_10_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.9980782806873322,1.0,0.9980342984199524,0.9954582452774048
es_66_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.997376674413681,1.0,0.9997372031211853,0.9899271726608276
ar_20_label_real.npz,Real,Real,0.20406725077482407,0.0,0.00010186355939367786,0.8161060214042664
zh_112_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.9979775965213775,1.0,0.9996875524520874,0.9924103021621704
fr_69_to_es_Bark_label_fake.npz,Fake,Deepfake,0.9822634667158127,1.0,0.9620043635368347,0.9898468852043152
zh_40_label_real.npz,Real,Real,0.03402635627426207,0.09283447265625,0.0005516491364687681,0.005254524759948254
